,name,trail_id
1832,Mirror Lake,1832
1833,San Gabriel Mountains: Mount Zion Loop Trail,1833
1834,Mill Creek Trail,1834
1835,Rattlesnake Bar-Horseshoe Bar Trail,1835
1836,Artists Drive,1836
1837,Buckeye Nature Trail,1837
1838,Sword Lake Trail,1838
1839,Chocolate Lakes Loop Trail,1839
1840,Sulphur Pots Camp,1840
1841,Bayshore Bikeway (Silver Strand) Trail,1841
1842,West Ridge Trail to Satan's Cesspool,1842
1843,Yosemite Creek Trail,1843
1844,Tilden Park Loop Trail,1844
1845,Border Field Trail,1845
1846,Huntington Beach Trail,1846
1847,Wheeler Lake,1847
1848,Kern River to Painter Camp,1848
1849,Summit Trail to Rock City and Sentinel Rock,1849
1850,Serpentine Trail,1850
1851,Coast Trail: Limantour to Sculptured Beach,1851
1852,Joshua Tree National Park Geology Tour Road,1852
1853,Matterhorn Peak,1853
1854,San Juan Bautista De Anza Trail,1854
1855,Peter Grubb Hut and Round Valley Trail,1855
1856,Rough Go Loop Trail,1856
1857,James Irvine Trail,1857
1858,Victor Loop,1858
1859,San Antonio Creek Trail,1859
1860,Ridge Lakes Trail,1860
1861,Sabrina Basin Trail to Donkey Lake,1861
1862,Hotel Creek Trail to Cedar Grove Overlook,1862
1863,Sunset Ridge Road,1863
1864,Citrus Interpretive Trail,1864
1865,Jurupa Mountains Trail,1865
1866,Sunset Beach Trail,1866
1867,West Cuesta Ridge Road to Cuesta Ridge Botanical Area,1867
1868,Epicenter to Five Finger Falls,1868
1869,Point Mariah and Sterling's Canyon Trail,1869
1870,Careys Castle Trail,1870
1871,Cap Rock Nature Trail,1871
1872,Riverfront Regional Park,1872
1873,Little Bear Creek Trail,1873
1874,Soberanes Point and Whale Peak,1874
1875,Boiling Springs Lake Loop Trail,1875
1876,Sweetwater Reservoir to Cactus Hill,1876
1877,Sequoia Bayview and Big Trees Loop,1877
1878,Kehoe Beach Trail,1878
1879,South Bay Bike Path,1879
1880,Gabrelino Trail to Switzer Falls and Bear Canyon Camp,1880
1881,Pine Mountain Trail,1881
1882,Dave Moore Nature Trail,1882
1883,Garzas Canyon Loop,1883
1884,Huntington Dog Beach Trail,1884
1885,Cactus-Sleepy Hollow Loop Trail,1885
1886,Fossil Falls Trail,1886
1887,Fern Creek Trail to Lost Trail to Ocean View Trail Loop,1887
1888,Cowles Mountain Service Road Loop,1888
1889,Mount Helix,1889
1890,Bishop Pass Trail -  South Lake to LeConte Canyon,1890
1891,Pleasant Grove Creek Trail via Dirt Trail and Bike Path,1891
1892,Johnstone Trail,1892
1893,Morena Butte Trail,1893
1894,Angles Creek Trail,1894
1895,Sunset Trail to Mount Livermore,1895
1896,Bedwell Bayfront Park Trail,1896
1897,South Fortuna Mountain Out and Back,1897
1898,Round Valley Trail to Wellmans Divide,1898
1899,South Coast Botanic Garden,1899
1900,Lake Sonoma,1900
1901,Page Meadows Loop Trail,1901
1902,Indian Cove Campground Trail,1902
1903,Thornton Beach Trail,1903
1904,Stoney Point via North End,1904
1905,Lombard Street,1905
1906,Shuteye Peak Trail,1906
1907,Panamint Dunes Trail,1907
1908,Lookout Loop Trail,1908
1909,Gabrielino Trail: Jet Propulsion Laboratory to the USFS Dam,1909
1910,Gem Lake via Rush Creek Trail,1910
1911,Olive and Thermalito Trail Loop,1911
1912,Whiteface Mountain,1912
1913,Cahuenga Peak via Burbank Peak Trail,1913
1914,Strawberry Peak via Colby Canyon,1914
1915,First Falls and Second Falls Trail to Third Lake,1915
1916,Berry Creek Falls Loop,1916
1917,Skyline Trail to Aerial Tramway Top Station,1917
1918,Elfin Forest Natural Area Trail,1918
1919,Windy Point Trail,1919
1920,"Ridge Trail, Peters Creek, and Canyon Trail Loop",1920
1921,Pioneertown to Big Bear via Burns Canyon Road and 2N02,1921
1922,Coastal Bluff Trail,1922
1923,Pygmy Forest Trail,1923
1924,Butte Lake-Snag Lake-Cinder Cone Loop,1924
1925,Cottonwood Creek Trail,1925
1926,Big Bald Trail,1926
1927,The Lizard Tail Trail,1927
1928,East Valley Floor Trail,1928
1929,"Vernal, Nevada, and Illilouette Fall Route",1929
1930,Dana Hills Loop Trail,1930
1931,Upper Bidwell Trail,1931
1932,Goat Rock Beach to Wrights Beach via Kortum Trail,1932
1933,"Barney, Robinson, and Crown Lakes Trail",1933
1934,Sonora Peak Trail,1934
1935,PCT: CA Section J - Sonora Pass to Echo Lake,1935
1936,Menifee Cross Hike,1936
1937,Mountain Trail,1937
1938,Bullards Bar Trail,1938
1939,The Embarcadero to Fisherman's Wharf,1939
1940,Whale Peak,1940
1941,Sunset and Big Laguna Loop To Big Laguna Lake,1941
1942,North Fork Kern River Trail,1942
1943,"Coastal, Cataract, and Old Mine Loop",1943
1944,Newton Falls Zuma Ridge Trail,1944
1945,Fitzgerald Marine Reserve,1945
1946,Pacific Electric Trail through Cucamonga,1946
1947,"No Name Ridge, Ticketron Deer Canyon, Red Tail Ridge and Bommer Ridge Loop",1947
1948,Great Egret Loop Trail,1948
1949,May Lake,1949
1950,Summit Springs Trailhead to Snow Mountain,1950
1951,Aliso Canyon,1951
1952,Chinquapin Trail,1952
1953,Rancho Carrillo Loop Trail,1953
1954,Big Meadow to Scotts Lake,1954
1955,Bluffs Beach Trail,1955
1956,Relief Reservoir Trail,1956
1957,Chaos Crags Trail,1957
1958,Rector Reservoir Wildlife Area,1958
1959,Manhattan Beach to Redondo Beach,1959
1960,Oak Grove Trail to High Point,1960
1961,Slide Mountain Trail,1961
1962,North Peak Loop via Donner Canyon,1962
1963,Angel Falls Loop,1963
1964,Old Dale Road,1964
1965,Dominguez Gap Trail,1965
1966,Moses Spring Trail to Bear Gulch Reservoir,1966
1967,Pincushion Mountain Loop Trail,1967
1968,Eagle Rock Via East Topanga Fire Road,1968
1969,Big Laguna and Agua Dulce Trails,1969
1970,Wellbarn Road Trail to Big Table Mountain,1970
1971,Triunfo Park Conejo Crest Loop Trail,1971
1972,Limekiln Trail,1972
1973,Strawberry Lake Trail,1973
1974,Dipsea-Steep Ravine Loop From Rock Spring,1974
1975,Maple Spring Truck Trail (CLOSED),1975
1976,Ramona Trail,1976
1977,The P Trail,1977
1978,Stile Ranch and Fortini Loop,1978
1979,Chicken Spring Lake Trail,1979
1980,Middle Fork Kaweah Falls from Hospital Rock,1980
1981,Glen Alpine Loop,1981
1982,Base Of Auburn Dam Trail,1982
1983,High Peaks and Bear Gulch Loop Trail,1983
1984,Little Sycamore Canyon Trail,1984
1985,Tiburon Waterfront,1985
1986,Marsh Loop Trail,1986
1987,Bay Farm Island Loop Trail,1987
1988,Hare Creek and Limekiln Trails,1988
1989,Doty-Trust Park to Crestlawn Memorial Park,1989
1990,Deadwood Peak and Upper Blue Lake,1990
1991,Avenue of the Giants Scenic Drive,1991
1992,Hilton Lakes Trail,1992
1993,Mountains to Sea Trail from Newport Beach,1993
1994,Tyee Lakes Trail,1994
1995,Yosemite Grand Tour,1995
1996,Banker's Hill Historic Walk Trail,1996
1997,Lower Doane Valley and French Valley,1997
1998,Potwisha Campground Trail,1998
1999,Mine Hill Trail,1999
2000,El Montanon Trail,2000
2001,Blithedale Ridge Trail,2001
2002,Coastal Access Trail at Pismo Beach,2002
2003,Bon Tempe and Lagunitas Lakes Trail,2003
2004,Backbone Trail to Mesa Peak,2004
2005,Innsdale Drive and Mount Lee to the Hollywood Sign,2005
2006,Mariposa and Canyon Loop,2006
2007,Creeping Forest Trail,2007
2008,Graham Hill and Powder Mill Trail Loop,2008
2009,Sturtevant Trail,2009
2010,First Mosquito Lake Trail,2010
2011,Otay Mountain,2011
2012,Little Green Valley Trail,2012
2013,Sugar Pine Railway - Strawberry Branch,2013
2014,Whiting Woods Motorway Trail,2014
2015,Devils Gate via Flint Canyon,2015
2016,Boole Tree Loop Trail,2016
2017,Corona Heights Trail,2017
2018,Stevens Creek Nature Trail Loop,2018
2019,Morgan Territory Regional Preserve Trail,2019
2020,Ocean View Trail,2020
2021,Muir Woods to Mount Tamalpais,2021
2022,Diamond Valley Lake North Trail,2022
2023,Ellwood Bluffs/Coronado Butterfly Preserve,2023
2024,Merced River Trail,2024
2025,Modelo Trail to Cheeseboro Canyon Trail Loop,2025
2026,Armstrong Redwoods Grove Loop Trail,2026
2027,Iron Lakes Trail,2027
2028,Boulder Lakes,2028
2029,Black Rock Canyon Trail to Warren Peak,2029
2030,Capitol Park Loop Trail,2030
2031,Monroe Ridge Trail,2031
2032,Pleasants Peak - North Main Divide Traverse,2032
2033,Coyote Ridge Trail,2033
2034,Lost Coast Central Stretch,2034
2035,Wrights Lake to Enchanted Pools,2035
2036,Park Ridge Trail Panoramic Point to Park Ridge Fire Lookout,2036
2037,No Name Ridge to El Morro Canyon Loop Trail,2037
2038,Eagle Falls Trailhead to Middle Velma Lake to Dicks Lake to Suzie Lake,2038
2039,Pika Lake Trail,2039
2040,Punta Mesa Loop Trail,2040
2041,Joshua M. Hardt Memorial Trail,2041
2042,Sky High Lakes and Marble Mountain Rim,2042
2043,Prospect Park,2043
2044,Napa River and Bay Trail,2044
2045,Wedding Rock Trail,2045
2046,Backbone Trail,2046
2047,Paradise via Point Sal,2047
2048,Ollason Trail,2048
2049,Hawley Grade Trail,2049
2050,"Cinderella, Sunset, Sequoia Bayview Loop Trail",2050
2051,Iron Horse Regional Trail,2051
2052,Devil's Golf Course,2052
2053,Ox Road Trail to Garden of Eden,2053
2054,South Fork to Dollar Lake Trail,2054
2055,Mt. El Sombroso via Woods Trail,2055
2056,Coal Creek Trail,2056
2057,"Stream Trail to Tres Sendas, Starflower and French-West Ridge",2057
2058,Craig Park Walkabout Trail,2058
2059,Johns Meadow Trail to Johns Meadow,2059
2060,Castlewood Trail,2060
2061,Silverado Canyon Motorway Trail,2061
2062,Eagle Rock and Temescal Peak,2062
2063,Horsethief Creek,2063
2064,Saddleback Butte Trail,2064
2065,Beyers Lakes Trail,2065
2066,Cobalt Canyon Motorway,2066
2067,Del Sur Ridge,2067
2068,Maple Canyon Trail,2068
2069,Lockwood / Miller Jeep Trail,2069
2070,Cottonwood-Marble Canyon Loop,2070
2071,Pelican Nature Trail,2071
2072,Belgatos Park Loop,2072
2073,Borrego Mountain Wash to West Butte,2073
2074,Hawk Hill,2074
2075,English Springs Loop,2075
2076,Big Rock Hole Trail,2076
2077,Carmel River Trail,2077
2078,Descanso Gardens: Chaparral Nature Trail,2078
2079,Dog Lake Trail,2079
2080,Outer Loop,2080
2081,Islay Hill Trail,2081
2082,Cesar Chavez Park Trail,2082
2083,Alpine Pedal Path,2083
2084,Monserate Mountain Trail,2084
2085,Gods Bath Clavey River Trail,2085
2086,South Hills Wilderness Area,2086
2087,River to Ridge Trail,2087
2088,Santa Ana River Bike Trail from Fairview Park,2088
2089,Bucks Lake Wilderness Loop Trail,2089
2090,Getty View Trail,2090
2091,Badger Gap and Little Tenant Spring Trails,2091
2092,North Grove Loop Trail,2092
2093,"Kings Creek Falls, Bench Lake, and Sifford Lake Loop Trail",2093
2094,Cold Stream and Stonewall Peak Loop,2094
2095,Serra Cross Grant Park Trail,2095
2096,Greenbriar Trail,2096
2097,Surprise Canyon Trail,2097
2098,Bane Canyon Short Loop Trail,2098
2099,Malaga Cove to Flat Rock Point Trail,2099
2100,Onion Valley to Gardiner Lake,2100
2101,Carlsbad Sea Wall Trail,2101
2102,Hammond Coastal Trail,2102
2103,Dipsea Ridge & Tenderfoot Trail Loop,2103
2104,East Ridge and Boulder Loop,2104
2105,Back Canyon,2105
2106,Joshua Tree National Park Scenic Drive,2106
2107,Lembert Dome Trail,2107
2108,Guadalupe and Mine Hill Loop,2108
2109,Carson Falls Trail,2109
2110,Middleridge Trail,2110
2111,Mt. Hillyer Trail from Horse Flats Campground,2111
2112,Knott Grove Trail,2112
2113,Kennedy Meadow to the Bridge,2113
2114,East Ridge and Stream Trail Loop,2114
2115,Wildcat Creek Loop Trail,2115
2116,Sycuan Peak Trail,2116
2117,Bay Area Ridge Trail: Boccardo Trail Corridor,2117
2118,East Cove Trailhead,2118
2119,Yahi Trail,2119
2120,"Clarkia, Sunset, Live Oak and Serpentine Loop",2120
2121,Skunk Cabbage Trail,2121
2122,Saddle Loop Trail,2122
2123,Wendy Trail,2123
2124,Whiskey Flat Trail,2124
2125,Redbox Canyon to Strawberry Potero,2125
2126,Lopez Canyon Trail To Goat Trail Loop,2126
2127,Norris Trailhead to Jackass Lakes,2127
2128,"Iva Bell Hot Springs, Duck Lake and Purple Lake via Reds Meadow, Duck Pass Trail and John Muir Trail",2128
2129,Ukraina Trail,2129
2130,West Horsethief Trail,2130
2131,Agua Caliente Creek Trail,2131
2132,Waters Gulch Loop Trail,2132
2133,Crystal Peak Park Loop,2133
2134,Lost Coast Trail: Bear Harbor to Usal Camp,2134
2135,Falls Creek Trail,2135
2136,Mount Shasta Mine Loop Trail,2136
2137,Tennesse Valley to Muir Beach and Fox Trail,2137
2138,Lake Mary Loop,2138
2139,Mount Watson Trail,2139
2140,Buckeye Trail to Skyline Trail Loop,2140
2141,Borea Canyon,2141
2142,Stunt High Trail,2142
2143,El Cajon Mountain South Ridge,2143
2144,Scott Canyon Trail,2144
2145,Boulder Creek Trail,2145
2146,Signal Peak 4x4 Trail,2146
2147,Newton Canyon Trail,2147
2148,Terminal Geyser & Boiling Springs Lake,2148
2149,Fay Canyon-Luther Creek Trail,2149
2150,Tar Pits/Carpinteria Bluffs,2150
2151,Laguna Bowl Road to Boat Road,2151
2152,Pioneer Trail,2152
2153,Salt Creek Interpretive Trail,2153
2154,Verdugo Crest Loop,2154
2155,Happy Isles to Half Dome,2155
2156,William Land Park Trail,2156
2157,Huntington Library and Gardens Trail,2157
2158,Lake Lagunitas,2158
2159,Golden Trout Lake Loop,2159
2160,Holcomb Valley Road,2160
2161,Hosp Grove Trail,2161
2162,Independence Flat Loop Trail,2162
2163,Hayward Regional Shoreline and Cogswell Marsh via SF Bay Trail,2163
2164,Aliso Creek Trail,2164
2165,Folsom Challenge,2165
2166,Point Vicente Lighthouse,2166
2167,Newark Slough Trail,2167
2168,Blackstone Canyon Trail and Queenstone Fire Road,2168
2169,Lake Perris Loop Trail,2169
2170,North Lykken Trail from W. Crescent Drive,2170
2171,PCT: CA Section H - Crabtree Meadow to Tuolumne Meadow,2171
2172,Little Sycamore Canyon and Serrano Ridge Loop,2172
2173,William Heise Desert View and Canyon Oak Loop Trail,2173
2174,Danielson Monument Trail,2174
2175,Coast Trail to Bass Lake,2175
2176,Briones Regional Park Loop from Bear Creek Trail Head,2176
2177,Cucamonga Peak Via Icehouse Canyon and Chapman Trail,2177
2178,Mammoth Mountain Trail,2178
2179,San Dieguito Park Trail,2179
2180,Conejo Valley Botanic Garden,2180
2181,White Bark Vista,2181
2182,Yost Creek Trail to Yost Lake,2182
2183,Spring Ridge Trail,2183
2184,Bailey Cove Loop Trail,2184
2185,Rice Ranch Trail,2185
2186,West Ranch Bluff Trail,2186
2187,Strawberry Pass,2187
2188,La Purisma Mission State Park,2188
2189,Mount Wilson Loop,2189
2190,"Lace Lichen, North Shore, and Cannery Point Trail",2190
2191,McGinty Mountain Trail,2191
2192,Blackwood Canyon Trail,2192
2193,Sweetwater River Loop Trail,2193
2194,Maguire Peaks Loop Trail via Lower Maguire Peaks Trail,2194
2195,Indian Trail Loop at Pipe's Canyon,2195
2196,Cross Marin Trail to Kent Lake,2196
2197,Palos Colorados Sequoia Bayview Loop Trail,2197
2198,Coyote Valley Trail,2198
2199,McGee Creek to Horsetail Creek,2199
2200,Beeks Bight Nature Area Jedi Trail,2200
2201,Skinsuit Trail,2201
2202,"Fifth, Fourth and Black Lakes from Big Pine Campground",2202
2203,Nimitz Way Trail to Inspiration Peak and Jewel Lake,2203
2204,Pine Mountain Loop,2204
2205,Redbud Trail to Baton Flat,2205
2206,Emigrant Trail,2206
2207,Barbary Coast Trail,2207
2208,Pine Valley Miller Canyon Trail,2208
2209,Discovery Trail,2209
2210,Crystal Lake to South Mt. Hawkins Trail,2210
2211,Lower Chilnualna Falls Trail,2211
2212,San Gabriel River Bike Trail: Cerritos to Seal Beach,2212
2213,Chilao to Mt. Hillyer via Horse Flats Trail,2213
2214,John Brooks Trail and Lake Loop Trail,2214
2215,East Shore Loop to Lake Del Valle,2215
2216,Almaden Quicksilver McAbee Mine Trail New Almaden Trail,2216
2217,Prairie Creek Redwoods Walk,2217
2218,Terrace Trail,2218
2219,Snake Trail,2219
2220,PCT: CA Section G - Walker Pass to Crabtree Meadow (Mount Whitney),2220
2221,Backbone Trail Through Zuma Canyon,2221
2222,Serrano Canyon,2222
2223,Helen Lake,2223
2224,Los Cerritos Trail,2224
2225,San Mateo Canyon Loop Trail,2225
2226,Las Trampas Ridge Trail,2226
2227,"Jones, Novitiate, Range, and Manzanita Trails Loop",2227
2228,Mono Hot Springs,2228
2229,"Golden Gate Gems- Hawk Hill, Kirby Cove, and Point Bonita Lighthouse",2229
2230,Stevens Creek Nature Study Area Trail,2230
2231,Ringtail Cat Trail to Madrone Trail Loop,2231
2232,Coyote and Ahwingna Trail Loop,2232
2233,Hellhole Canyon,2233
2234,Sand Dollar Beach Trail,2234
2235,John Muir Trail: Tuolumne to Reds Meadow,2235
2236,Los Angeles Arboretum Trail,2236
2237,Stanley Peak via Creek Crossing Trail,2237
2238,Monte Bello Black Mountain Loop,2238
2239,Tangle Blue Lake Trail,2239
2240,Mammoth Mountain via Twin Lakes Trail,2240
2241,Peak Meadow Trail,2241
2242,Inaja Trail,2242
2243,Wright's Field,2243
2244,Las Trampas Peak,2244
2245,Willow Creek Trail,2245
2246,Stanford Point Trail,2246
2247,Mathis Canyon and Car Wreck Loop Trail,2247
2248,Coyote Lake County Park Campgrounds Trail,2248
2249,Fullerton East Coyote Hills Trail,2249
2250,DeLaveaga Park Trail,2250
2251,Rancheria Road,2251
2252,Peña Adobe Hill,2252
2253,Grass Lake Trail,2253
2254,Grottos Trail,2254
2255,Juniper to Eagle Peak to Summit Loop,2255
2256,Sugarloaf Hill,2256
2257,Prime Desert Woodland,2257
2258,Mayfair Ranch Trail to Serpentine Loop Trail,2258
2259,Lake Elizabeth,2259
2260,Tahoe Rim to Watson Lake Trail,2260
2261,Lake Marie Loop via Skyline Trail and Manzanita Trail,2261
2262,Mount Baldy via Register Ridge,2262
2263,Eagle View Trail,2263
2264,Eagle Point Loop - Wildwood Park,2264
2265,Anderson Peak,2265
2266,Old Mission Dam to North and South Fortuna Loop,2266
2267,Murphy Creek Trail to Polly Dome Lake,2267
2268,John Muir Trail: Happy Isles to Tuolumne Meadows,2268
2269,Ghost Mountain Trail to Yaquitepec,2269
2270,Bear River to Bear Falls Trail,2270
2271,Angel Vista (Rosewood Trail),2271
2272,Prefumo Canyon Vista Point Trail,2272
2273,Lewis Camp Trail to the Little Kern River,2273
2274,Milagra Overlook Trail,2274
2275,Guadalupe River Park Trail,2275
2276,Bubbs Creek Trail,2276
2277,Friendship Ridge Trail to Davison Trail Loop,2277
2278,Long Lake and Mount Elwell Loop Trail,2278
2279,Shollenberger Park Loop,2279
2280,West Vista Loop,2280
2281,Los Robles Trail,2281
2282,Kelly Ditch Trail,2282
2283,Olinda Oil Museum Trail,2283
2284,Panorama Dome Trail,2284
2285,San Andreas Lake Trail,2285
2286,Hot Creek Interpretive Trail,2286
2287,Summit Park Lake View Trail,2287
2288,Abrigo Valley Trail to Mott Peak Trail Loop,2288
2289,Eagle Peak Trail,2289
2290,East Anacapa Island Trail,2290
2291,Pothole Dome Trail,2291
2292,Kelly Lake  Loop: Jim Donnelly and Grizzly Gulch Trails,2292
2293,Coyote Ridge Loop,2293
2294,Punta Gorda Lighthouse Via Lost Cost Trail,2294
2295,Diamond Valley Lakeside Loop,2295
2296,San Jacinto River South Fork,2296
2297,Paradise Cove to Point Dume,2297
2298,Aliso Canyon Trail,2298
2299,John Bull Trail,2299
2300,John Nicholas Trail,2300
2301,"Fallen Leaf Lake, Lake Aloha, Mount Tallac Loop",2301
2302,Happy Camp Canyon Trail,2302
2303,Moonstone Beach,2303
2304,Contra Costa Canal Trail,2304
2305,Horseshoe Meadow Trail,2305
2306,Santa Ana River Trail - Eastern Portion,2306
2307,Upper Twin Falls,2307
2308,El Cariso Nature Trail,2308
2309,Bonelli Park View Trail,2309
2310,Paramount Ranch Loop,2310
2311,Black Rock Canyon Trail,2311
2312,Movie Road Trail,2312
2313,Echo Lake Trail,2313
2314,Toyon Ridge Trail,2314
2315,Mount Thom,2315
2316,Fish Canyon Trail to Atmore Meadows,2316
2317,Berdoo Canyon Trail,2317
2318,South Hills Trail,2318
2319,Balconies Trail to Balconies Cliffs via Balconies Cave,2319
2320,Cactus Spring Trail,2320
2321,Los Pinos Peak (South approach),2321
2322,Paradise Meadow Trail,2322
2323,Creek Trail to Black Mountain Loop,2323
2324,Sugar Pine Point State Park Nature Trails,2324
2325,Cedar Springs Trail,2325
2326,Proctor Valley Road Trail,2326
2327,Potato Mountain from Claremont Wilderness Park,2327
2328,North Rim to B Trail to Middle Trail,2328
2329,Crane Canyon to Garapito Canyon Trail,2329
2330,Lower Peppermint Campgrounds,2330
2331,Point Reyes Extended Loop,2331
2332,Wilder Ridge Trail,2332
2333,Tom MacMichael Sr. Trail,2333
2334,Mugu Peak Extended Loop,2334
2335,Palomar Divide Road,2335
2336,Piru Creek Trail,2336
2337,Nora Kuttner Recreational Trail,2337
2338,The Playground Trail,2338
2339,Sayles Canyon Loop,2339
2340,Mount Lola Trail,2340
2341,Swift Creek,2341
2342,Pioneer Trail,2342
2343,Pohono Trail: Glacier Point to Dewey Point,2343
2344,Telegraph Canyon Trail via Rimcrest Entrance,2344
2345,Fort Ord-Laguna Seca Trail,2345
2346,Palomarin Trail to Limantour Beach,2346
2347,Mortero Palms to Goat Canyon Trail,2347
2348,Cahuilla Canyon Trail,2348
2349,Scotts Cabin Trail,2349
2350,Fish Creek Trail,2350
2351,San Emigdio Mountain Trail,2351
2352,Enchanted Loop Trail,2352
2353,PCT: CA Section L - Highway 80 to Highway 49,2353
2354,Half-a-Canoe Trail,2354
2355,Gull Lake Loop,2355
2356,Water Lake Dog Park Loop,2356
2357,Goat Canyon Trestle Bridge from Dos Cabeza Water Tower,2357
2358,Hope Valley,2358
2359,Crane Creek Canyon Trail,2359
2360,Cedar Creek Falls via Eagle Creek Road,2360
2361,Summit Valley Edmund D. Edelman Park,2361
2362,Muddy Hollow - Coastal Trail,2362
2363,West Side Road Trail,2363
2364,McNee Ranch to Planet of the Apes,2364
2365,Joatngna Trail (The Elfin Forest Trail),2365
2366,Año Nuevo-Goat Hill Trail Loop,2366
2367,Carquinez Loop Overlook Trail and Bull Valley Trail,2367
2368,Trabuco Canyon Trail,2368
2369,South Marsh Loop Trail,2369
2370,Big Tujunga to Colby Canyon,2370
2371,Clear Creek Route to Mount Shasta,2371
2372,Waterwheel Falls Trail,2372
2373,Heller's Bend Preserve Trail,2373
2374,"Devils Slide, Willow Creek and Caramba Trial to Skunk Cabbage Meadow",2374
2375,Bean Hollow Beach Trail,2375
2376,Islay Creek Hazard Peak Loop Trail,2376
2377,Bedford Peak Trail,2377
2378,Moon Country Loop,2378
2379,Griffith Park Merry Go Round to Beacon Hill,2379
2380,Hart Park Big Loop,2380
2381,Big Rock Loop,2381
2382,Tuolumne River Loop: Dana and Lyell Forks,2382
2383,Loch Leven Viewpoint Trail,2383
2384,UCSC to the Sea,2384
2385,Pine City and Pine City Canyon Trail,2385
2386,"Marincello, Miwok, and Old Springs Loop Trail",2386
2387,Cardiff State Beach to Solana Beach Trail,2387
2388,West Side Loop Trail,2388
2389,Rancho Santa Ana Botanic Garden Trails,2389
2390,River Bend-Majestic Oaks Loop Trail,2390
2391,Fremont Peak and Valley View Loop Trail,2391
2392,Limekiln Trail to Priest Rock and Kennedy Trail,2392
2393,Truckee River Legacy Trail,2393
2394,San Dimas Canyon to Sunset Peak,2394
2395,Browns Canyon to Oat Mountain,2395
2396,Badger Pass and Oak Savannah Loop Trail,2396
2397,Ocean Beach Park Trail,2397
2398,North Levee Trail,2398
2399,San Andreas Trail to Peterson Memorial Trail,2399
2400,Hedge Creek Falls,2400
2401,Dishpan Springs Trail,2401
2402,Cave Munits to Castle Peak,2402
2403,Lost Coast Trail: Southern Loop,2403
2404,Barrett Lake Trail from Wrights Lake,2404
2405,Donner Summit Canyon,2405
2406,Del Amigo Trail to Eugene O'Neil National Historic Site,2406
2407,Pine Mountain Trail,2407
2408,Manzanita Creek Trail,2408
2409,Tahoe Rim Trail (TRT): Big Meadow to Echo Summit loop,2409
2410,Foster Point Trail,2410
2411,Mount Williamson and Pleasant View Ridge via Pacific Crest Trail,2411
2412,Wiashal Trail Loop to Cole Canyon,2412
2413,Rodeo Valley Loop Via Coastal and SCA Trails,2413
2414,Piute Pass Trail,2414
2415,Artist Palet,2415
2416,Mount Lowe Campground Trail,2416
2417,Gazos Trail,2417
2418,Dusy Ershim Trail,2418
2419,Ubehebe and Little Hebe Crater Trail,2419
2420,Charlton Flat to Vetter Mountain Trail,2420
2421,Calavera Lake Loop,2421
2422,Berdoo Canyon Road Drive,2422
2423,Sequoia Nature Trail,2423
2424,Sequoia Lake Trail,2424
2425,Tahoe Keyes Loop,2425
2426,Fairmount Park,2426
2427,Pumpkin Patch Trail,2427
2428,Duarte Recreational Trail,2428
2429,Miners Ravine Trail,2429
2430,Corral Trail,2430
2431,San Gorgonio Mountain from Fish Creek,2431
2432,Obsidian Dome Trail,2432
2433,Four Mile Trail to Panorama Trail Loop,2433
2434,Mount Williamson Trail,2434
2435,Sulphur Works,2435
2436,Clovis Trail,2436
2437,Pine Drop Trail,2437
2438,Lake Almanor Recreation Trail,2438
2439,Tamarack Lakes Trail,2439
2440,Cobblestone Trail Loop,2440
2441,Ferndell Trail to the Hollywood Sign,2441
2442,Pescadero Creek Trail,2442
2443,Inspiration Point to Wildcat Peak,2443
2444,Miocene Flume Canal,2444
2445,"West Ridge, Tres Sendas, Stream Trail, Prince Trail, and East Ridge",2445
2446,Middle Valley and South Valley Trail,2446
2447,Hillcrest Ridge Trail,2447
2448,Sage Road Loop,2448
2449,Manzana Trail,2449
2450,Coastal Trail and Coastal Fire Road Loop,2450
2451,The Dolder Nature Trail,2451
2452,Valley Forge Trail,2452
2453,Lane Trail Camp,2453
2454,Wood Canyon Mathis Loop Trail,2454
2455,Santa Cruz Island: Pelican Bay And Prisoners Harbor Trails,2455
2456,Tharp's Log Trail,2456
2457,Moss Cove Trail,2457
2458,Old Railroad Grade,2458
2459,Crystal Cove State Park Historic District Walking Tour,2459
2460,Granite Loop Trail,2460
2461,Bud Turner Trail,2461
2462,Goldenrod Loop,2462
2463,Five Winds Trail,2463
2464,Grover Hot Springs to Hawkins Peak Trail,2464
2465,Double Peak Hike,2465
2466,Wildcat Creek Trail,2466
2467,Benstein and Cataract Loop Trail,2467
2468,Bodie Ghost Town Trail,2468
2469,Desert View Interpretive Trail,2469
2470,Brewer Lake,2470
2471,PCT: CA Section O - Burney Falls State Park to Highway 5 (Castle Crags),2471
2472,Maxson Trailhead to Hobler Lake,2472
2473,Seville Lake Trail,2473
2474,Schilling Lake Trail,2474
2475,Paradise Mountain Loop,2475
2476,The Cross Trail Loop,2476
2477,Oak Trail,2477
2478,The Peak,2478
2479,Hidden Falls Trail Loop,2479
2480,Merced Lake Loop Trail,2480
2481,Bear Hill Trail,2481
2482,Grotto Canyon,2482
2483,Indian Grinding Rock Loop Trails,2483
2484,Big Morongo Canyon Trail,2484
2485,Eagle Falls,2485
2486,"Black Mountain via PG&E, Quarry and Black Mountain Trail",2486
2487,Runyon Park to Indian Rock,2487
2488,Swiss Canyon Trail,2488
2489,Hornbeck Trail and Lower Sacramento Ditch Trail,2489
2490,Greenhaven Green Belt,2490
